"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","extraStatement","characterName","habitual","n_instances","time_period","rt","response","condition"
126,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Yesterday, Linda grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","Linda","volunteers for soup kitchens",3,"5 years",5688,"disagree-key","preventative"
126,"food","truthJudge","did cocaine","female",NA,"","Elisa","does cocaine",3,"year",3870,"agree-key","baseline"
126,"hobby","truthJudge","hiked","female",NA,"Yesterday, Shannon was in a motorcycle accident and will never walk again.","Shannon","hikes",3,"year",6640,"disagree-key","preventative"
126,"food","truthJudge","drank beer","female",NA,"Yesterday, Claire gave up alcohol and entered into Alcoholics Anonymous.","Claire","drinks beer",3,"month",7157,"disagree-key","preventative"
126,"food","truthJudge","drank coffee","male",NA,"Yesterday, Seth developed a caffeine allergy and decided to give up all caffeine.","Seth","drinks coffee",3,"month",6813,"disagree-key","preventative"
126,"employment","truthJudge","wrote a novel","female",NA,"","Natalie","writes novels",3,"5 years",4649,"agree-key","baseline"
126,"employment","truthJudge","volunteered for a political campaign","female",NA,"Yesterday, Kelly researched a new political candidate in the area and is going to volunteer with them.","Kelly","volunteers for political campaigns",3,"5 years",5664,"agree-key","enabling"
127,"food","truthJudge","smoked marijuana","male",NA,"Yesterday, Vince realized he is severely allergic to marijuana and will no longer smoke it.","Vince","smokes marijuana",3,"year",8345,"disagree-key","preventative"
127,"employment","truthJudge","stole chewing gum","male",NA,"","John","steals chewing gum",3,"5 years",4833,"agree-key","baseline"
127,"entertainment","truthJudge","watched space launches","male",NA,"Yesterday, Tim went through a radical transformation and now it is against his belief to witness anything relating to space travel.","Tim","watches space launches",3,"2 years",6715,"disagree-key","preventative"
127,"food","truthJudge","ate peanut butter","female",NA,"","Sophia","eats peanut butter",3,"year",3033,"agree-key","baseline"
127,"hobby","truthJudge","climbed mountains","female",NA,"Yesterday, Theresa remembered how much fun that was bought a lot of new mountain climbing gear.","Theresa","climbs mountains",3,"5 years",4277,"agree-key","enabling"
127,"food","truthJudge","drank beer","male",NA,"Yesterday, Eric gave up alcohol and entered into Alcoholics Anonymous.","Eric","drinks beer",3,"month",3708,"disagree-key","preventative"
127,"entertainment","truthJudge","watched professional football","male",NA,"","Ronald","watches professional football",3,"year",2801,"agree-key","baseline"
127,"clothing","truthJudge","wore a suit","male",NA,"","Cameron","wears a suit",3,"month",3478,"agree-key","baseline"
127,"food","truthJudge","drank coffee","male",NA,"Yesterday, Ben developed a caffeine allergy and decided to give up all caffeine.","Ben","drinks coffee",3,"month",2557,"disagree-key","preventative"
127,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, Robert researched a new soup kitchen in the area and is going to volunteer with them.","Robert","volunteers for soup kitchens",3,"5 years",5056,"agree-key","enabling"
127,"employment","truthJudge","stole a car","female",NA,"","Jackie","steals cars",3,"5 years",2452,"agree-key","baseline"
127,"food","truthJudge","ate caviar","male",NA,"Yesterday, Greg learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Greg","eats caviar",3,"5 years",5015,"agree-key","enabling"
127,"employment","truthJudge","wrote a novel","female",NA,"","Claire","writes novels",3,"5 years",6259,"agree-key","baseline"
127,"employment","truthJudge","wrote a poem","male",NA,"Yesterday, Kyle became fed up with the poetry world and decided to never write poems again.","Kyle","writes poems",3,"year",2697,"disagree-key","preventative"
127,"employment","truthJudge","volunteered for a political campaign","female",NA,"Yesterday, Melinda researched a new political candidate in the area and is going to volunteer with them.","Melinda","volunteers for political campaigns",3,"5 years",8016,"agree-key","enabling"
127,"food","truthJudge","did cocaine","female",NA,"Yesterday, Ashley wanted to get high and bought some cocaine.","Ashley","does cocaine",3,"year",3059,"agree-key","enabling"
127,"hobby","truthJudge","hiked","male",NA,"Yesterday, Derrick remembered how much fun those times were and bought a lot of new hiking gear.","Derrick","hikes",3,"year",3182,"agree-key","enabling"
127,"food","truthJudge","smoked cigarettes","male",NA,"","Ted","smokes cigarettes",3,"month",1702,"agree-key","baseline"
127,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Lucas developed crippling arthritis in both elbows and can only move his arms extremely slowly.","Lucas","plays tennis",3,"year",4447,"disagree-key","preventative"
127,"hobby","truthJudge","ran","female",NA,"Yesterday, Shannon was in a car accident and became permanently paralyzed from the waist down.","Shannon","runs",3,"2 months",3757,"disagree-key","preventative"
127,"hobby","truthJudge","played the banjo","female",NA,"Yesterday, Amber remembered how much fun that was and joined her friend&quotechars band as the banjoist.","Amber","plays the banjo",3,"year",5318,"agree-key","enabling"
128,"food","truthJudge","ate peanut butter","male",NA,"Yesterday, Ted learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","Ted","eats peanut butter",3,"year",5077,"agree-key","enabling"
128,"hobby","truthJudge","climbed mountains","female",NA,"","Rebecca","climbs mountains",3,"5 years",2752,"agree-key","baseline"
128,"clothing","truthJudge","wore a suit","male",NA,"","Stephen","wears a suit",3,"month",2104,"agree-key","baseline"
128,"entertainment","truthJudge","watched space launches","female",NA,"Yesterday, Theresa went through a radical transformation and now it is against her belief to witness anything relating to space travel.","Theresa","watches space launches",3,"2 years",6478,"disagree-key","preventative"
128,"hobby","truthJudge","hiked","male",NA,"","Tim","hikes",3,"year",2735,"agree-key","baseline"
128,"employment","truthJudge","stole a car","male",NA,"Yesterday, Derrick learned a new technique for breaking into cars.","Derrick","steals cars",3,"5 years",1943,"agree-key","enabling"
128,"hobby","truthJudge","ran","female",NA,"Yesterday, Hillary was in a car accident and became permanently paralyzed from the waist down.","Hillary","runs",3,"2 months",4236,"disagree-key","preventative"
128,"employment","truthJudge","stole chewing gum","female",NA,"","Alicia","steals chewing gum",3,"5 years",5052,"agree-key","baseline"
128,"food","truthJudge","ate caviar","female",NA,"Yesterday, Tina learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","Tina","eats caviar",3,"5 years",2999,"agree-key","enabling"
128,"employment","truthJudge","wrote a novel","male",NA,"Yesterday, Anthony finished an MFA program and quit his other job to focus on writing novels.","Anthony","writes novels",3,"5 years",4428,"agree-key","enabling"
128,"entertainment","truthJudge","watched professional football","female",NA,"Yesterday, Linda remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","Linda","watches professional football",3,"year",4347,"agree-key","enabling"
128,"hobby","truthJudge","played tennis","female",NA,"Yesterday, Kathleen remembered how much fun that was and bought a new tennis racket.","Kathleen","plays tennis",3,"year",3070,"agree-key","enabling"
128,"food","truthJudge","did cocaine","male",NA,"","Ben","does cocaine",3,"year",2001,"agree-key","baseline"
128,"food","truthJudge","smoked marijuana","female",NA,"Yesterday, Crystal realized she is severely allergic to marijuana and will no longer smoke it.","Crystal","smokes marijuana",3,"year",2947,"disagree-key","preventative"
128,"employment","truthJudge","volunteered for a political campaign","male",NA,"","William","volunteers for political campaigns",3,"5 years",3145,"agree-key","baseline"
128,"hobby","truthJudge","played the banjo","male",NA,"","Kyle","plays the banjo",3,"year",2730,"agree-key","baseline"
128,"food","truthJudge","drank beer","male",NA,"Yesterday, Greg gave up alcohol and entered into Alcoholics Anonymous.","Greg","drinks beer",3,"month",2128,"disagree-key","preventative"
128,"food","truthJudge","drank coffee","male",NA,"Yesterday, Gabriel developed a caffeine allergy and decided to give up all caffeine.","Gabriel","drinks coffee",3,"month",3592,"disagree-key","preventative"
128,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Yesterday, Jennifer grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","Jennifer","volunteers for soup kitchens",3,"5 years",2535,"disagree-key","preventative"
128,"food","truthJudge","smoked cigarettes","male",NA,"Yesterday, Daniel wanted a smoke and bought a pack of cigarettes.","Daniel","smokes cigarettes",3,"month",2507,"agree-key","enabling"
128,"employment","truthJudge","wrote a poem","male",NA,"Yesterday, Doug became fed up with the poetry world and decided to never write poems again.","Doug","writes poems",3,"year",2828,"disagree-key","preventative"
129,"food","truthJudge","ate peanut butter","male",NA,"Yesterday, Daniel developed a peanut allergy.","Daniel","eats peanut butter",3,"year",9114,"disagree-key","preventative"
129,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Yesterday, Josh researched a new soup kitchen in the area and is going to volunteer with them.","Josh","volunteers for soup kitchens",3,"5 years",19072,"agree-key","enabling"
129,"food","truthJudge","drank beer","female",NA,"Yesterday, Kelly wanted to get tipsy and bought a six-pack of beer.","Kelly","drinks beer",3,"month",7292,"agree-key","enabling"
129,"hobby","truthJudge","ran","female",NA,"Yesterday, Jennifer remembered how much fun those times were and bought a new pair of running shoes.","Jennifer","runs",3,"2 months",7588,"agree-key","enabling"
129,"entertainment","truthJudge","watched professional football","female",NA,"Yesterday, Laura remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","Laura","watches professional football",3,"year",7139,"agree-key","enabling"
129,"food","truthJudge","did cocaine","male",NA,"","Lewis","does cocaine",3,"year",16785,"agree-key","baseline"
129,"hobby","truthJudge","hiked","male",NA,"","Anthony","hikes",3,"year",2926,"agree-key","baseline"
129,"hobby","truthJudge","played tennis","male",NA,"Yesterday, Stephen remembered how much fun that was and bought a new tennis racket.","Stephen","plays tennis",3,"year",4998,"agree-key","enabling"
129,"food","truthJudge","drank coffee","female",NA,"","Kristina","drinks coffee",3,"month",2610,"agree-key","baseline"
129,"clothing","truthJudge","wore a suit","male",NA,"Yesterday, Robert got fired from his job on Wall Street and now works in a pizza parlor.","Robert","wears a suit",3,"month",7399,"disagree-key","preventative"
129,"hobby","truthJudge","played the banjo","male",NA,"","Ben","plays the banjo",3,"year",5189,"disagree-key","baseline"
129,"hobby","truthJudge","climbed mountains","male",NA,"","Fred","climbs mountains",3,"5 years",2523,"agree-key","baseline"
129,"employment","truthJudge","stole chewing gum","male",NA,"Yesterday, Martin got caught and vowed to never break the law again.","Martin","steals chewing gum",3,"5 years",5583,"agree-key","preventative"
129,"food","truthJudge","ate caviar","female",NA,"Yesterday, Nicole developed a seafood allergy.","Nicole","eats caviar",3,"5 years",4582,"disagree-key","preventative"
