"workerid","category","trial_type","trial_num","past_interval","extra_sentence","gender","character","past_freq","item","rt","response","condition"
116,"food","predictive",2,"month","Yesterday, Elisa wanted to get tipsy and bought a six-pack of beer.","female","Elisa",3,"drinks beer",11127,"4","enabling"
116,"employment","predictive",3,"5 years","","female","Michelle",3,"writes novels",8595,"3","baseline"
116,"food","predictive",4,"year","","female","Linda",3,"smokes marijuana",10488,"4","baseline"
116,"hobby","predictive",5,"year","Yesterday, Amber developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Amber",3,"plays tennis",12651,"0","preventative"
116,"food","predictive",6,"5 years","Yesterday, Scott developed a seafood allergy.","male","Scott",3,"eats caviar",6940,"0","preventative"
116,"hobby","predictive",7,"5 years","Yesterday, Daniel turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Daniel",3,"climbs mountains",9575,"0","preventative"
116,"food","predictive",8,"month","Yesterday, Rebecca wanted a smoke and bought a pack of cigarettes.","female","Rebecca",3,"smokes cigarettes",8877,"5","enabling"
116,"food","predictive",9,"year","","male","George",3,"does cocaine",7128,"10","baseline"
116,"entertainment","predictive",10,"2 years","Yesterday, Angela remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Angela",3,"watches space launches",15331,"5","enabling"
116,"employment","predictive",11,"year","Yesterday, Greg became fed up with the poetry world and decided to never write poems again.","male","Greg",3,"writes poems",6064,"0","preventative"
116,"employment","predictive",12,"5 years","Yesterday, David researched a new soup kitchen in the area and is going to volunteer with them.","male","David",3,"volunteers for soup kitchens",18175,"10","enabling"
116,"hobby","predictive",13,"2 months","Yesterday, Jessica was in a car accident and became permanently paralyzed from the waist down.","female","Jessica",3,"runs",8492,"0","preventative"
116,"employment","predictive",14,"5 years","Yesterday, Tom learned a new technique for breaking into cars.","male","Tom",3,"steals cars",6542,"7","enabling"
116,"hobby","predictive",15,"year","","female","Crystal",3,"plays the banjo",8059,"3","baseline"
116,"clothing","predictive",16,"month","Yesterday, Cameron got a high paying job on Wall Street.","male","Cameron",3,"wears a suit",10704,"12","enabling"
116,"employment","predictive",17,"5 years","Yesterday, Lewis got caught and vowed to never break the law again.","male","Lewis",3,"steals chewing gum",12836,"1","preventative"
116,"entertainment","predictive",18,"year","Yesterday, Laura remembered how much enjoyable that was and upgraded her cable to have access to all professional football games.","female","Laura",3,"watches professional football",10210,"7","enabling"
116,"hobby","predictive",19,"year","","female","Monica",3,"hikes",9779,"3","baseline"
116,"employment","predictive",20,"5 years","","female","Kristina",3,"volunteers for political campaigns",6504,"3","baseline"
116,"food","predictive",21,"year","Yesterday, Doug developed a peanut allergy.","male","Doug",3,"eats peanut butter",4596,"0","preventative"
117,"entertainment","predictive",1,"year","Yesterday, Crystal learned about all the corruption in professional sports and no longer can watch it.","female","Crystal",3,"watches professional football",20932,"0","preventative"
117,"clothing","predictive",2,"month","Yesterday, Nicole got fired from her job on Wall Street and now works in a pizza parlor.","female","Nicole",3,"wears a suit",10236,"1","preventative"
117,"employment","predictive",3,"5 years","Yesterday, Michael learned a new technique for breaking into cars.","male","Michael",3,"steals cars",24215,"7","enabling"
117,"food","predictive",4,"month","Yesterday, Alicia wanted a smoke and bought a pack of cigarettes.","female","Alicia",3,"smokes cigarettes",20167,"4","enabling"
117,"hobby","predictive",5,"year","Yesterday, Vince remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Vince",3,"plays the banjo",13055,"100","enabling"
117,"food","predictive",6,"year","Yesterday, Scott developed a peanut allergy.","male","Scott",3,"eats peanut butter",9240,"0","preventative"
117,"hobby","predictive",7,"year","Yesterday, Lee was in a motorcycle accident and will never walk again.","male","Lee",3,"hikes",22944,"1","preventative"
117,"food","predictive",8,"year","","female","Shannon",3,"does cocaine",12182,"4","baseline"
117,"employment","predictive",9,"5 years","","male","Stephen",3,"steals chewing gum",11247,"6","baseline"
117,"food","predictive",10,"month","Yesterday, John wanted to get tipsy and bought a six-pack of beer.","male","John",3,"drinks beer",20639,"8","enabling"
117,"hobby","predictive",11,"year","","male","Ted",3,"plays tennis",13327,"3","baseline"
117,"food","predictive",12,"month","Yesterday, Martin wanted a morning jolt and bought a pound of fresh roasted coffee.","male","Martin",3,"drinks coffee",11207,"15","enabling"
117,"hobby","predictive",13,"2 months","","female","Rebecca",3,"runs",11263,"4","baseline"
117,"employment","predictive",14,"5 years","Yesterday, Monica finished an MFA program and quit her other job to focus on writing novels.","female","Monica",3,"writes novels",18671,"6","enabling"
117,"entertainment","predictive",15,"2 years","","male","Christopher",3,"watches space launches",11032,"4","baseline"
117,"hobby","predictive",16,"5 years","","female","Linda",3,"climbs mountains",7864,"2","baseline"
117,"employment","predictive",17,"5 years","Yesterday, Claire grew disillusioned with the political system and wants nothing to do with it anymore.","female","Claire",3,"volunteers for political campaigns",10471,"0","preventative"
117,"employment","predictive",18,"5 years","Yesterday, Derrick researched a new soup kitchen in the area and is going to volunteer with them.","male","Derrick",3,"volunteers for soup kitchens",33263,"12","enabling"
117,"food","predictive",19,"year","","female","Elisa",3,"smokes marijuana",8871,"5","baseline"
117,"food","predictive",20,"5 years","Yesterday, Ashley developed a seafood allergy.","female","Ashley",3,"eats caviar",6440,"0","preventative"
117,"employment","predictive",21,"year","Yesterday, Cameron became fed up with the poetry world and decided to never write poems again.","male","Cameron",3,"writes poems",17024,"3","preventative"
118,"employment","predictive",1,"5 years","Yesterday, Stephen learned a new technique for breaking into cars.","male","Stephen",3,"steals cars",9975,"6","enabling"
118,"employment","predictive",2,"year","Yesterday, Elizabeth became fed up with the poetry world and decided to never write poems again.","female","Elizabeth",3,"writes poems",8080,"1","preventative"
118,"entertainment","predictive",3,"2 years","","male","Ted",3,"watches space launches",6965,"3","baseline"
118,"food","predictive",4,"month","Yesterday, Jessica quit smoking cigarettes.","female","Jessica",3,"smokes cigarettes",8818,"1","preventative"
118,"hobby","predictive",5,"year","Yesterday, Eric remembered how much fun those times were and bought a lot of new hiking gear.","male","Eric",3,"hikes",6231,"5","enabling"
118,"clothing","predictive",6,"month","Yesterday, Jackie got fired from her job on Wall Street and now works in a pizza parlor.","female","Jackie",3,"wears a suit",5384,"0","preventative"
118,"food","predictive",7,"year","Yesterday, Laura realized she is severely allergic to cocaine and will no longer do it.","female","Laura",3,"does cocaine",6664,"1","preventative"
118,"hobby","predictive",8,"year","Yesterday, Kristina remembered how much fun that was and bought a new tennis racket.","female","Kristina",3,"plays tennis",6424,"10","enabling"
118,"food","predictive",9,"month","","male","Tim",3,"drinks beer",6135,"6","baseline"
118,"food","predictive",10,"year","Yesterday, Seth developed a peanut allergy.","male","Seth",3,"eats peanut butter",5736,"1","preventative"
118,"employment","predictive",11,"5 years","Yesterday, Kathleen learned a new trick to distract shopkeepers.","female","Kathleen",3,"steals chewing gum",7590,"9","enabling"
118,"food","predictive",12,"month","Yesterday, Brooke developed a caffeine allergy and decided to give up all caffeine.","female","Brooke",3,"drinks coffee",5674,"0","preventative"
118,"entertainment","predictive",13,"year","","male","Lucas",3,"watches professional football",3912,"6","baseline"
118,"employment","predictive",14,"5 years","Yesterday, Elisa researched a new soup kitchen in the area and is going to volunteer with them.","female","Elisa",3,"volunteers for soup kitchens",11352,"6","enabling"
118,"food","predictive",15,"5 years","","male","Vince",3,"eats caviar",4488,"2","baseline"
118,"hobby","predictive",16,"5 years","Yesterday, Brian turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Brian",3,"climbs mountains",6007,"0","preventative"
118,"food","predictive",17,"year","","male","Jacob",3,"smokes marijuana",4103,"4","baseline"
118,"employment","predictive",18,"5 years","","female","Alicia",3,"writes novels",3633,"1","baseline"
118,"hobby","predictive",19,"year","Yesterday, Lewis remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Lewis",3,"plays the banjo",6503,"12","enabling"
118,"hobby","predictive",20,"2 months","Yesterday, Veronica remembered how much fun those times were and bought a new pair of running shoes.","female","Veronica",3,"runs",8976,"6","enabling"
118,"employment","predictive",21,"5 years","","female","Claire",3,"volunteers for political campaigns",7096,"6","baseline"
119,"clothing","predictive",1,"month","","male","Daniel",3,"wears a suit",8988,"3","baseline"
119,"entertainment","predictive",2,"year","Yesterday, Jacob remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","male","Jacob",3,"watches professional football",11303,"10","enabling"
119,"hobby","predictive",3,"2 months","Yesterday, Laura was in a car accident and became permanently paralyzed from the waist down.","female","Laura",3,"runs",8624,"0","preventative"
119,"food","predictive",4,"month","","male","Fred",3,"drinks coffee",5752,"3","baseline"
119,"hobby","predictive",5,"year","Yesterday, Stephen remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Stephen",3,"plays the banjo",18239,"36","enabling"
119,"food","predictive",6,"month","","male","Vince",3,"drinks beer",6751,"3","baseline"
119,"food","predictive",7,"5 years","Yesterday, Ashley developed a seafood allergy.","female","Ashley",3,"eats caviar",9664,"0","preventative"
119,"food","predictive",8,"year","Yesterday, Julia wanted to get high and bought some marijuana.","female","Julia",3,"smokes marijuana",9229,"5","enabling"
119,"employment","predictive",9,"5 years","Yesterday, Linda grew disillusioned with the political system and wants nothing to do with it anymore.","female","Linda",3,"volunteers for political campaigns",6596,"0","preventative"
119,"entertainment","predictive",10,"2 years","","female","Jackie",3,"watches space launches",7887,"3","baseline"
